,projectname,classification,Abstract,code
5520,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// WebsphereMQ does not allow corr. id. to be set using setStringProperty() // $NON-NLS-1$,no
5521,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// save leading text,no
5522,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// set to start of string,no
5523,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// variable, or function with no parameter list",no
5524,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ensure that setParameters() is called.,no
5525,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// end of buffer,no
5526,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// store the following character,no
5527,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Normal exit occurs here,no
5528,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Should not happen with StringReader,no
5529,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Dropped out, i.e. did not find closing ')'",no
5530,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// needed for measuring sending time,no
5531,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Needed for serialisation testing,no
5532,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The default title for the Menu bar,no
5533,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5534,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5535,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5536,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5537,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5538,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5539,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// No duplicates when adding,no
5540,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// add duplicates,no
5541,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// add duplicates as per bug,no
5542,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//assertEquals(""t2"",f2.invoke());",no
5543,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//assertEquals(""1a:aa."",f1a.invoke());",no
5544,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// There was an object in map, destroy the temporary and return one in map (oldCtx)",no
5545,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// can't call invoke using super class,no
5546,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Args will be provided later,no
5547,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// should use original object,no
5548,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check how Class definition behaves,no
5549,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// logprop(""java.class.path"");",no
5550,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5551,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
5552,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
5553,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
5554,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//???,no
5555,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The application name // $NON-NLS-1$,no
5556,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5557,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow display/hide LoggerPanel,no
5558,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5559,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5560,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Transparent JButton with no border,no
5561,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5562,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
5563,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow display/hide toolbar,no
5564,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//Ignored,no
5565,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//Ignored,no
5566,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// file New operation may set to null, so just return app name",no
5567,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// private static final String ROOTDN = ""rootDn""; // private static final String TEST = ""tesT""; // private static String testValue=""NNNN"";",no
5568,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5569,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow display/hide Log Error/Fatal counter,no
5570,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5571,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test ignore trailing split characters // Ignore adjacent delimiters,no
5572,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TestStateListener implementation,no
5573,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Tests for split(String,String,boolean)",no
5574,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test leading split characters,no
5575,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// enable drag&drop, install a custom transfer handler",no
5576,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Empty string,no
5577,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Tests for split(String,String,String)",no
5578,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// add the toolbar,no
5579,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Empty default,no
5580,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Empty delimiter,no
5581,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check for file lists specifically,no
5582,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Multiple delimiters,no
5583,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Delimiter same as splitter,no
5584,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// used by AbstractReportGui,no
5585,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This stores the state of the TestElement,no
5586,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ensure we use default bundle,no
5587,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Sampler error action buttons,no
5588,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// are we saving the whole tree?,no
5589,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// In a post request which is not multipart, we only support // parameters, no file upload is allowed",no
5590,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5591,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5592,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5593,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5594,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5595,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5596,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5597,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5598,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5599,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5600,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5601,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5602,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5603,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5604,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5605,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5606,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5607,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5608,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
5609,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Node node = tidy.parseDOM(new // ByteArrayInputStream(response.getResponseData()), null);",no
5610,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. originally called clear() // @see also Clearable,no
5611,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Values for TEST_FIELD // N.B. we cannot change the text value as it is in test plans // $NON-NLS-1$,no
5612,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// In case parse fails // $NON-NLS-1$ // In case parse fails // $NON-NLS-1$,no
5613,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // Make it easier to enter a Tab // $NON-NLS-1$,no
5614,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// $NON-NLS-1$ // don't set empty to keep regexp // regexpField.setText(""""); // $NON-NLS-1$ // $NON-NLS-1$",no
5615,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5616,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5617,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXTAREA,no
5618,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// allow for windows / chars in filename // $NON-NLS-1$ // $NON-NLS-2$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-2$,no
5619,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5620,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// set the window visible immediately,no
5621,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5622,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5623,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5624,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5625,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // define AWT WM_CLASS string,no
5626,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5627,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5628,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Defaults to continue,no
5629,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5630,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5631,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// space between borders and text,no
5632,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5633,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5634,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Target server panel,no
5635,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5636,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5637,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Limit length of log content,no
5638,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5639,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If LOGGER_PANEL_MAX_LENGTH is 0, it means all log events are kept",no
5640,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5641,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The current node is now updated,no
5642,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Probably a missing jar,no
5643,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Forget about all GUIs we've created so far: we'll need to re-created // them all!,no
5644,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5645,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// FIrst make sure we save the content of the current GUI (since we // will flush it away):,no
5646,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Should we allow directories?,no
5647,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Enable file revert action if a file is used,no
5648,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5649,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// If saveWorkBench ,no
5650,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5651,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5652,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5653,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5654,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5655,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5656,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5657,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5658,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5659,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5660,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5661,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5662,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5663,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5664,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5665,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5666,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5667,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Whether to skip the delete confirmation dialogue // $NON-NLS-1$,no
5668,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save parent node for later,no
5669,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//Ignored,no
5670,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Just append all the parameter values, and use that as the post body",no
5671,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add this node,no
5672,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ensure the dialog is only created when it is first needed // In turn this avoids scanning the templates until first needed,no
5673,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5674,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5675,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Make sure the file ends with proper extension,no
5676,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5677,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5678,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if the user is trying to save to an existing file,no
5679,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5680,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5681,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5682,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5683,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5684,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5685,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5686,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
5687,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Condition LABEL // $NON-NLS-1$,no
5688,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5689,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Prevent instantiation,no
5690,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If a table cell is being edited, we should accept the current value // and stop the editing before adding a new row.",no
5691,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ i.e. boolean saveXXX() // $NON-NLS-1$ i.e. void setXXX(boolean) // $NON-NLS-1$ e.g. save_XXX property,no
5692,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// VK_PLUS + CTRL_DOWN_MASK did not work...,no
5693,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Keep the '\' unless it is one of the escapable chars '$' ',' or '\' // N.B. This method is used to parse function parameters, so must treat ',' as special",no
5694,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// en // fr // de // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // ja // zh_CN // zh_TW,no
5695,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5696,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//@GuardedBy(""LOCK"") // Keep track of how many instances are active",no
5697,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// File name sequence number //@GuardedBy(""LOCK"")",no
5698,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5699,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5700,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Instance fields are constructed by the client when the instance is create in the test plan // and the field values are then transferred to the server copy by RMI serialisation/deserialisation,no
5701,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// process special keys // $NON-NLS-1$,no
5702,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5703,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5704,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5705,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5706,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5707,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5708,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5709,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5710,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5711,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5712,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5713,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5714,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5715,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If there are some recent files, we must make the separator visisble // The separator is the last item in the list",no
5716,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// put the gui object back // to the way it was.,no
5717,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save (Selection) As // Save TestPlan As // Save,no
5718,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Y // Y // Y // Y // sp // M // M // / // D // D // / // H // H // : // M // M // : // S // S // end,no
5719,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//OK // TODO ??,no
5720,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5721,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5722,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5723,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5724,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5725,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5726,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5727,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5728,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5729,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5730,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume this thread only // 1 per second // Initialise,no
5731,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Assumes some kind of list is use // If not using a list that retains the order, then the asserts would need to change",no
5732,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5733,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5734,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5735,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Note: Windows user preferences are stored relative to: HKEY_CURRENT_USER\Software\JavaSoft\Prefs,no
5736,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5737,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5738,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Do not save, user does not want to overwrite",no
5739,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5740,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5741,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Only update the stored copy of the tree for a full save // refetch, because convertSubTree affects it",no
5742,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// package protected to allow access from test code,no
5743,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5744,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// requires JMeterTreeNode,no
5745,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5746,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5747,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// move to the parent,no
5748,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5749,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5750,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// move as a child of the next sibling,no
5751,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5752,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// So elements can only be added as children,no
5753,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// select the node,no
5754,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
5755,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// allow for windows / chars in filename // $NON-NLS-1$ // $NON-NLS-2$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-2$,no
5756,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We must ask the user if it is ok to close current project,no
5757,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5758,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5759,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Load the file for this recent file command,no
5760,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// A HTTP POST request, multipart/form-data, simple values, // with \r\n as end of line, which is according to spec, // and with more headers in each multipart",no
5761,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// two jars same version // two jars same version,no
5762,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Get the preference for the recent files,no
5763,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Test plan with OnlyOnceController inside inner loop // Set up the test plan,no
5764,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// myRow = f.nextRow(); // assertEquals(3,myRow); // assertEquals(0,f.getNextRow());",no
5765,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Is this a work in progress ? // No, // not // a // work // in // progress // ...",no
5766,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Create the menu item,no
5767,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Use the index as the name, used when processing the action",no
5768,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set the KeyStroke to use,no
5769,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add the menu item,no
5770,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add separator as the last item,no
5771,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Update menu items to reflect recent files,no
5772,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5773,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// pick up headers if failed to execute the request // httpMethod can be null if method is unexpected,no
5774,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// RFC 822 uses ascii per default,no
5775,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if the new file is already in the recent list,no
5776,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
5777,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add the new file at the start of the list,no
5778,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Store the recent files,no
5779,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Resource keys cannot contain spaces, and are forced to lower case // $NON-NLS-1$ // $NON-NLS-2$",no
5780,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Assume no recent files,no
5781,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Update the menu items,no
5782,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Nulls cannot be written using PrettyPrintWriter - they cause an NPE // $NON-NLS-1$,no
5783,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Get the menu item,no
5784,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. JVMs other than Sun may return different instances each time // so we cache the value here (and avoid having to fetch it every time),no
5785,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Programming error. Don't // continue.,no
5786,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// href=""#""",no
5787,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//+ JMX attributes - do not change // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ //- JMX,no
5788,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// We only check the length of the result. Comparing the // actual result (out.toByteArray==original) will usually // fail, because the order of the properties within each // test element may change. Comparing the lengths should be // enough to detect most problem cases...",no
5789,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// At least one recent file menu item is visible,no
5790,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
